accession_record_id	experiment_id	sample_timepoint_id	namespace	entity_type	accession	project_accession	study_accession	sample_accession	experiment_accession	run_accession	official_page_url	download_url	file_format	file_size_bytes	md5	format_validation_status	online_verification_status	verification_date	evidence_ids	notes	condition_id	replicate_id	batch_id	library_strategy	library_source	library_selection	library_layout	instrument_platform	instrument_model	public_status	query_id	biological_sample_origin_status	library_origin_status	sequencing_generation_status	analysis_usage_status	origin_evidence_ids
AC-P0008-0673	EX-P0008-001	ST-P0008-GEO-014	INSDC SRA/ENA	sra_run	SRR5938959	PRJNA398543	SRP115572	SRS2434609	SRX3098305	SRR5938959	https://www.ebi.ac.uk/ena/browser/view/SRR5938959	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5938959/SRR5938959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5938959/SRR5938959_2.fastq.gz	FASTQ	183291748;186033232	a4f30f028fbea614dacc5c64217e5aeb;efe447d4b52af4813d6c9ffcaae2f04f	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-014	R-P0008-GEO-014	B-P0008-GEO-014	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0674	EX-P0008-001	ST-P0008-GEO-014	INSDC SRA/ENA	sra_run	SRR5938960	PRJNA398543	SRP115572	SRS2434609	SRX3098305	SRR5938960	https://www.ebi.ac.uk/ena/browser/view/SRR5938960	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5938960/SRR5938960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5938960/SRR5938960_2.fastq.gz	FASTQ	176640921;180174654	28fcf7a845434cf429e201feeac5a0a7;71a8b0c301b5bfcaa4a59cdaaa5d4da9	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-014	R-P0008-GEO-014	B-P0008-GEO-014	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0675	EX-P0008-001	ST-P0008-GEO-014	INSDC SRA/ENA	sra_run	SRR5938961	PRJNA398543	SRP115572	SRS2434609	SRX3098305	SRR5938961	https://www.ebi.ac.uk/ena/browser/view/SRR5938961	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5938961/SRR5938961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5938961/SRR5938961_2.fastq.gz	FASTQ	177753960;180998158	29a2bc757488b26372b0200922f31898;a6d8d4313c53d9ffcd693c6770fabac4	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-014	R-P0008-GEO-014	B-P0008-GEO-014	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0676	EX-P0008-001	ST-P0008-GEO-014	INSDC SRA/ENA	sra_run	SRR5938962	PRJNA398543	SRP115572	SRS2434609	SRX3098305	SRR5938962	https://www.ebi.ac.uk/ena/browser/view/SRR5938962	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5938962/SRR5938962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5938962/SRR5938962_2.fastq.gz	FASTQ	179147186;182033699	805adb8ef928f5b81f7720c3efb3694b;5b4dddbad1b41e0df6381257943d6c1e	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-014	R-P0008-GEO-014	B-P0008-GEO-014	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0677	EX-P0008-001	ST-P0008-GEO-014	INSDC SRA/ENA	sra_run	SRR5938963	PRJNA398543	SRP115572	SRS2434609	SRX3098305	SRR5938963	https://www.ebi.ac.uk/ena/browser/view/SRR5938963	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5938963/SRR5938963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5938963/SRR5938963_2.fastq.gz	FASTQ	180485872;184340036	b1f31352f77842b5adf351eeca2b7b3c;9bce5ca2da8dfecc63b1d9ecb3abbc9a	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-014	R-P0008-GEO-014	B-P0008-GEO-014	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0678	EX-P0008-001	ST-P0008-GEO-014	INSDC SRA/ENA	sra_run	SRR5938964	PRJNA398543	SRP115572	SRS2434609	SRX3098305	SRR5938964	https://www.ebi.ac.uk/ena/browser/view/SRR5938964	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5938964/SRR5938964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5938964/SRR5938964_2.fastq.gz	FASTQ	183983238;185332704	371c3030dba7b9a4404ee50288ae07d2;c0ff8d9b8e34318ec5801448fd4e91a0	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-014	R-P0008-GEO-014	B-P0008-GEO-014	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0679	EX-P0008-001	ST-P0008-GEO-014	INSDC SRA/ENA	sra_run	SRR5938965	PRJNA398543	SRP115572	SRS2434609	SRX3098305	SRR5938965	https://www.ebi.ac.uk/ena/browser/view/SRR5938965	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5938965/SRR5938965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5938965/SRR5938965_2.fastq.gz	FASTQ	185616315;188385765	d54f96942573bb6958d6b26c910729d5;e781025555f91266c44c6a3f25f192aa	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-014	R-P0008-GEO-014	B-P0008-GEO-014	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0680	EX-P0008-001	ST-P0008-GEO-014	INSDC SRA/ENA	sra_run	SRR5938966	PRJNA398543	SRP115572	SRS2434609	SRX3098305	SRR5938966	https://www.ebi.ac.uk/ena/browser/view/SRR5938966	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5938966/SRR5938966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5938966/SRR5938966_2.fastq.gz	FASTQ	189931665;191920904	884385633322b788a4e7f693303205e6;28459feb33fe0ad91e9d5e308c5e9918	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-014	R-P0008-GEO-014	B-P0008-GEO-014	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0681	EX-P0008-001	ST-P0008-GEO-014	INSDC SRA/ENA	sra_run	SRR5938967	PRJNA398543	SRP115572	SRS2434609	SRX3098305	SRR5938967	https://www.ebi.ac.uk/ena/browser/view/SRR5938967	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5938967/SRR5938967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5938967/SRR5938967_2.fastq.gz	FASTQ	150508236;152772567	62a7bfc50e114055832d45f46b739adf;781782b1055c6d7f31e220626bd64359	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-014	R-P0008-GEO-014	B-P0008-GEO-014	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0682	EX-P0008-001	ST-P0008-GEO-014	INSDC SRA/ENA	sra_run	SRR5938968	PRJNA398543	SRP115572	SRS2434609	SRX3098305	SRR5938968	https://www.ebi.ac.uk/ena/browser/view/SRR5938968	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5938968/SRR5938968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5938968/SRR5938968_2.fastq.gz	FASTQ	185644857;188133173	2dee075082932c1dabbad1a783cfe68a;470c18d3e83dd87d4d42ccde19fda9ad	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-014	R-P0008-GEO-014	B-P0008-GEO-014	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0683	EX-P0008-001	ST-P0008-GEO-014	INSDC SRA/ENA	sra_run	SRR5938969	PRJNA398543	SRP115572	SRS2434609	SRX3098305	SRR5938969	https://www.ebi.ac.uk/ena/browser/view/SRR5938969	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5938969/SRR5938969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5938969/SRR5938969_2.fastq.gz	FASTQ	188076933;190641925	fb297298014c9f18a830f6f5612496a1;e5758a0d3e9add28a5f9d929de4fa064	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-014	R-P0008-GEO-014	B-P0008-GEO-014	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0684	EX-P0008-001	ST-P0008-GEO-014	INSDC SRA/ENA	sra_run	SRR5938970	PRJNA398543	SRP115572	SRS2434609	SRX3098305	SRR5938970	https://www.ebi.ac.uk/ena/browser/view/SRR5938970	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5938970/SRR5938970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5938970/SRR5938970_2.fastq.gz	FASTQ	190007354;192839415	05e766e09cef1797c6bfa3db1a985078;a65ba7403c733c4489905a2236626928	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-014	R-P0008-GEO-014	B-P0008-GEO-014	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0685	EX-P0008-001	ST-P0008-GEO-014	INSDC SRA/ENA	sra_run	SRR5938971	PRJNA398543	SRP115572	SRS2434609	SRX3098305	SRR5938971	https://www.ebi.ac.uk/ena/browser/view/SRR5938971	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5938971/SRR5938971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5938971/SRR5938971_2.fastq.gz	FASTQ	188044849;191345086	cdc501a2966e93cb9851585d9ea4cde8;1b9ffce2eb08a5bc0c7285bc961a2224	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-014	R-P0008-GEO-014	B-P0008-GEO-014	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0686	EX-P0008-001	ST-P0008-GEO-014	INSDC SRA/ENA	sra_run	SRR5938972	PRJNA398543	SRP115572	SRS2434609	SRX3098305	SRR5938972	https://www.ebi.ac.uk/ena/browser/view/SRR5938972	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5938972/SRR5938972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5938972/SRR5938972_2.fastq.gz	FASTQ	179232978;182282104	05da0a914f961a4ac5de2aeba42dc8d8;16e4c81abaf7037accfa9ae3cf155ee3	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-014	R-P0008-GEO-014	B-P0008-GEO-014	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0687	EX-P0008-001	ST-P0008-GEO-015	INSDC SRA/ENA	sra_run	SRR5938973	PRJNA398543	SRP115572	SRS2434610	SRX3098306	SRR5938973	https://www.ebi.ac.uk/ena/browser/view/SRR5938973	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5938973/SRR5938973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5938973/SRR5938973_2.fastq.gz	FASTQ	174504675;177443591	ff7c4bf1f8fee45b9560f2d531065115;df3837987647925911a9937ef1bd4351	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-015	R-P0008-GEO-015	B-P0008-GEO-015	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0688	EX-P0008-001	ST-P0008-GEO-015	INSDC SRA/ENA	sra_run	SRR5938974	PRJNA398543	SRP115572	SRS2434610	SRX3098306	SRR5938974	https://www.ebi.ac.uk/ena/browser/view/SRR5938974	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5938974/SRR5938974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5938974/SRR5938974_2.fastq.gz	FASTQ	178910478;181539934	2295dd367f9f1efc182106692c3ff942;b763c24abe645f613ce61636a058c137	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-015	R-P0008-GEO-015	B-P0008-GEO-015	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0689	EX-P0008-001	ST-P0008-GEO-015	INSDC SRA/ENA	sra_run	SRR5938975	PRJNA398543	SRP115572	SRS2434610	SRX3098306	SRR5938975	https://www.ebi.ac.uk/ena/browser/view/SRR5938975	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5938975/SRR5938975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5938975/SRR5938975_2.fastq.gz	FASTQ	180867125;183426626	65737afc0246e2e8716a42d4870fa311;29ebae90659a6ab83dad4efde3677b31	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-015	R-P0008-GEO-015	B-P0008-GEO-015	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0690	EX-P0008-001	ST-P0008-GEO-015	INSDC SRA/ENA	sra_run	SRR5938976	PRJNA398543	SRP115572	SRS2434610	SRX3098306	SRR5938976	https://www.ebi.ac.uk/ena/browser/view/SRR5938976	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5938976/SRR5938976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5938976/SRR5938976_2.fastq.gz	FASTQ	182626613;185533304	637780ade7028bfa2b3dd02a30a1a227;76fe7d2f8dee19e3e8c9ad88a0a39dc4	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-015	R-P0008-GEO-015	B-P0008-GEO-015	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0691	EX-P0008-001	ST-P0008-GEO-015	INSDC SRA/ENA	sra_run	SRR5938977	PRJNA398543	SRP115572	SRS2434610	SRX3098306	SRR5938977	https://www.ebi.ac.uk/ena/browser/view/SRR5938977	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5938977/SRR5938977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5938977/SRR5938977_2.fastq.gz	FASTQ	185582794;188947883	b7e2a780220e225c6c08e7503a6f0d21;18e517ab062fc1c3e384228e4dd7ece0	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-015	R-P0008-GEO-015	B-P0008-GEO-015	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0692	EX-P0008-001	ST-P0008-GEO-015	INSDC SRA/ENA	sra_run	SRR5938978	PRJNA398543	SRP115572	SRS2434610	SRX3098306	SRR5938978	https://www.ebi.ac.uk/ena/browser/view/SRR5938978	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5938978/SRR5938978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5938978/SRR5938978_2.fastq.gz	FASTQ	179155566;182266404	c792af2f2a9a5b0977a0581eaa3023bc;8085c0b46dfedafea31c402f13e06c14	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-015	R-P0008-GEO-015	B-P0008-GEO-015	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0693	EX-P0008-001	ST-P0008-GEO-015	INSDC SRA/ENA	sra_run	SRR5938979	PRJNA398543	SRP115572	SRS2434610	SRX3098306	SRR5938979	https://www.ebi.ac.uk/ena/browser/view/SRR5938979	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5938979/SRR5938979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5938979/SRR5938979_2.fastq.gz	FASTQ	177405329;180328309	e13a8e21c04c4a861025bd2f9fa387d1;a8f624692c154f21b118f4092fcda87c	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-015	R-P0008-GEO-015	B-P0008-GEO-015	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0694	EX-P0008-001	ST-P0008-GEO-015	INSDC SRA/ENA	sra_run	SRR5938980	PRJNA398543	SRP115572	SRS2434610	SRX3098306	SRR5938980	https://www.ebi.ac.uk/ena/browser/view/SRR5938980	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5938980/SRR5938980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5938980/SRR5938980_2.fastq.gz	FASTQ	177488221;180250221	c879a1d29b253fba3ab1e5b0e4428938;3eb981c0cf3dba8ba6f27fc5f281925d	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-015	R-P0008-GEO-015	B-P0008-GEO-015	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0695	EX-P0008-001	ST-P0008-GEO-015	INSDC SRA/ENA	sra_run	SRR5938981	PRJNA398543	SRP115572	SRS2434610	SRX3098306	SRR5938981	https://www.ebi.ac.uk/ena/browser/view/SRR5938981	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5938981/SRR5938981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5938981/SRR5938981_2.fastq.gz	FASTQ	180862772;183201900	ad0ef3da0a79473cae3b5c7a3a0f0e0f;fc96c65b3dd4667d47d9b58330c1fbd3	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-015	R-P0008-GEO-015	B-P0008-GEO-015	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0696	EX-P0008-001	ST-P0008-GEO-015	INSDC SRA/ENA	sra_run	SRR5938982	PRJNA398543	SRP115572	SRS2434610	SRX3098306	SRR5938982	https://www.ebi.ac.uk/ena/browser/view/SRR5938982	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5938982/SRR5938982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5938982/SRR5938982_2.fastq.gz	FASTQ	182339927;184790660	03ece4389cff1347440404c926fc9100;5bd3278cf7686a250d086ab9d8a033c1	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-015	R-P0008-GEO-015	B-P0008-GEO-015	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0697	EX-P0008-001	ST-P0008-GEO-015	INSDC SRA/ENA	sra_run	SRR5938983	PRJNA398543	SRP115572	SRS2434610	SRX3098306	SRR5938983	https://www.ebi.ac.uk/ena/browser/view/SRR5938983	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5938983/SRR5938983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5938983/SRR5938983_2.fastq.gz	FASTQ	183733123;186252509	dbdb63f5f12ba82df2f6ec5d0545e90d;cfdb93006cc9ebc222d112d2328419fd	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-015	R-P0008-GEO-015	B-P0008-GEO-015	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0698	EX-P0008-001	ST-P0008-GEO-015	INSDC SRA/ENA	sra_run	SRR5938984	PRJNA398543	SRP115572	SRS2434610	SRX3098306	SRR5938984	https://www.ebi.ac.uk/ena/browser/view/SRR5938984	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5938984/SRR5938984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5938984/SRR5938984_2.fastq.gz	FASTQ	175320044;178370875	d02ee5063de499b3faf0db24f435ab87;47d4f5933e437f21186cb32ffd92b049	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-015	R-P0008-GEO-015	B-P0008-GEO-015	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0699	EX-P0008-001	ST-P0008-GEO-015	INSDC SRA/ENA	sra_run	SRR5938985	PRJNA398543	SRP115572	SRS2434610	SRX3098306	SRR5938985	https://www.ebi.ac.uk/ena/browser/view/SRR5938985	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5938985/SRR5938985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5938985/SRR5938985_2.fastq.gz	FASTQ	183026232;185938019	39063697e4bf5e6a10d09291e4f85312;4bb7bf31020b3a08405e6b5cabc41100	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-015	R-P0008-GEO-015	B-P0008-GEO-015	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0700	EX-P0008-001	ST-P0008-GEO-015	INSDC SRA/ENA	sra_run	SRR5938986	PRJNA398543	SRP115572	SRS2434610	SRX3098306	SRR5938986	https://www.ebi.ac.uk/ena/browser/view/SRR5938986	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5938986/SRR5938986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5938986/SRR5938986_2.fastq.gz	FASTQ	171124620;173883053	d9f16fc8c29eb0172db774f1079873ff;4bb7a5652f446849a45ec2de259dd3fd	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-015	R-P0008-GEO-015	B-P0008-GEO-015	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
